geographicAreaFS,Geographic Area,measuredItemParentFS,Item Parent,measuredItemChildFS,Item Child,timePointYearsSP,Year,Value,Aupus Required
255,Belgium,497,Lemons and Limes,498,Lemonjuice Single-Streng [%],2011,2011,100,Y
255,Belgium,497,Lemons and Limes,628,Fruit Pulp for Feed [%],2011,2011,100,Y
255,Belgium,515,Apples,517,Ferm. Beverages Exc Wine [%],2011,2011,90,Y
255,Belgium,515,Apples,623,Fruit Prepared nes [%],2011,2011,10,Y
255,Belgium,515,Apples,628,Fruit Pulp for Feed [%],2011,2011,0,Y
255,Belgium,515,Apples,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
255,Belgium,521,Pears,517,Ferm. Beverages Exc Wine [%],2011,2011,100,Y
255,Belgium,521,Pears,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
255,Belgium,560,Grapes,564,Wine [%],2011,2011,100,Y
255,Belgium,560,Grapes,566,Marc of Grapes [%],2011,2011,100,Y
255,Belgium,566,Marc of Grapes,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
255,Belgium,566,Marc of Grapes,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
255,Belgium,574,Pineapples,628,Fruit Pulp for Feed [%],2011,2011,100,Y
255,Belgium,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,80,Y
255,Belgium,656,"Coffee, Green",659,Coffee Extracts [%],2011,2011,20,Y
255,Belgium,661,Cocoa Beans,662,Cocoa Paste [%],2011,2011,100,Y
255,Belgium,661,Cocoa Beans,663,Cocoa Husks+Shell [%],2011,2011,100,Y
255,Belgium,662,Cocoa Paste,664,Cocoa Butter [%],2011,2011,100,Y
255,Belgium,662,Cocoa Paste,665,Cocoa Powder and Cake [%],2011,2011,100,Y
255,Belgium,665,Cocoa Powder and Cake,666,Chocolate Products nes [%],2011,2011,100,Y
255,Belgium,866,Cattle,867,Beef and Veal [%],2011,2011,100,Y
255,Belgium,866,Cattle,868,"Offals of Cattle, Edible [%]",2011,2011,100,Y
255,Belgium,866,Cattle,869,Fat of Cattle [%],2011,2011,100,Y
255,Belgium,866,Cattle,919,"Cattle Hides, Fresh [%]",2011,2011,100,Y
255,Belgium,869,Fat of Cattle,1225,Tallow [%],2011,2011,100,Y
255,Belgium,871,Cattle Butcher Fat,1168,Animal Oils and Fats nes [%],2011,2011,100,Y
255,Belgium,919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,100,Y
255,Belgium,920,Hides Wet-Salted Cattle,921,Hides Dry-Salted Cattle [%],2011,2011,100,Y
255,Belgium,976,Sheep,977,Mutton and Lamb [%],2011,2011,100,Y
255,Belgium,976,Sheep,978,"Offals of Sheep, Edible [%]",2011,2011,100,Y
255,Belgium,976,Sheep,979,Fat of Sheep [%],2011,2011,100,Y
255,Belgium,976,Sheep,995,"Sheepskins, Fresh [%]",2011,2011,100,Y
255,Belgium,979,Fat of Sheep,1225,Tallow [%],2011,2011,100,Y
255,Belgium,995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,100,Y
255,Belgium,1016,Goats,1017,Goat Meat [%],2011,2011,100,Y
255,Belgium,1016,Goats,1018,"Offals of Goats, Edible [%]",2011,2011,100,Y
255,Belgium,1016,Goats,1019,Fat of Goats [%],2011,2011,100,Y
255,Belgium,1016,Goats,1025,"Goatskins, Fresh [%]",2011,2011,100,Y
255,Belgium,1034,Pigs,1035,Pigmeat [%],2011,2011,100,Y
255,Belgium,1034,Pigs,1036,"Offals of Pigs, Edible [%]",2011,2011,100,Y
255,Belgium,1034,Pigs,1037,Fat of Pigs [%],2011,2011,100,Y
255,Belgium,1037,Fat of Pigs,1043,Lard [%],2011,2011,100,Y
255,Belgium,1040,Pig Butcher Fat,1043,Lard [%],2011,2011,100,Y
255,Belgium,1057,Chickens,1058,Chicken Meat [%],2011,2011,100,Y
255,Belgium,1065,Fat of Poultry,1066,Fat of Poultry Rendered [%],2011,2011,100,Y
255,Belgium,1068,Ducks,1069,Duck Meat [%],2011,2011,100,Y
255,Belgium,1079,Turkeys,1080,Turkey Meat [%],2011,2011,100,Y
255,Belgium,1096,Horses,1097,Horsemeat [%],2011,2011,100,Y
255,Belgium,1096,Horses,1098,Offals of Horse [%],2011,2011,100,Y
255,Belgium,1096,Horses,1102,"Horse Hides, Fresh [%]",2011,2011,100,Y
255,Belgium,1163,Game Meat,1164,"Meat, Dried, nes [%]",2011,2011,10,Y
255,Belgium,1163,Game Meat,1172,Meat Prepared nes [%],2011,2011,90,Y
255,Belgium,1225,Tallow,1243,Fat Preparations nes [%],2011,2011,100,Y
255,Belgium,1243,Fat Preparations nes,1242,Margarine + Shortening [%],2011,2011,100,Y
23,Belize,619,Fruit Fresh nes,620,Fruit Dried nes [%],2011,2011,25,Y
23,Belize,619,Fruit Fresh nes,623,Fruit Prepared nes [%],2011,2011,75,Y
53,Benin,328,Seed Cotton,769,Cotton Waste [%],2011,2011,100,Y
53,Benin,329,Cottonseed,770,Cotton Linter [%],2011,2011,100,Y
53,Benin,619,Fruit Fresh nes,624,Flour of Fruit [%],2011,2011,100,Y
17,Bermuda,49,Malt of Barley,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
17,Bermuda,49,Malt of Barley,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
19,Bolivia,31,Milled Paddy Rice,32,"Rice, Broken [%]",2011,2011,100,Y
19,Bolivia,165,Molasses,632,Alcohol Non Food Purpose [%],2011,2011,90,Y
19,Bolivia,165,Molasses,634,Beverages Dist Alcoholic [%],2011,2011,10,Y
19,Bolivia,216,Brazil Nuts,229,Brazilnuts Shelled [%],2011,2011,100,Y
19,Bolivia,515,Apples,620,Fruit Dried nes [%],2011,2011,100,Y
19,Bolivia,867,Beef and Veal,870,"Beef and Veal,Boneless [%]",2011,2011,40,Y
19,Bolivia,867,Beef and Veal,871,Cattle Butcher Fat [%],2011,2011,40,Y
19,Bolivia,867,Beef and Veal,875,Beef Preparations [%],2011,2011,60,Y
19,Bolivia,976,Sheep,977,Mutton and Lamb [%],2011,2011,100,Y
80,Bosnia and Herzegovina,24,Wheat Gluten,846,Gluten Feed and Meal [%],2011,2011,100,Y
80,Bosnia and Herzegovina,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,100,Y
80,Bosnia and Herzegovina,27,"Rice, Paddy",35,Bran of Rice [%],2011,2011,100,Y
80,Bosnia and Herzegovina,50,Malt Extracts,51,Beer of Barley [%],2011,2011,100,Y
80,Bosnia and Herzegovina,58,Flour of Maize,51,Beer of Barley [%],2011,2011,0,Y
80,Bosnia and Herzegovina,58,Flour of Maize,63,Maize Gluten [%],2011,2011,100,Y
80,Bosnia and Herzegovina,58,Flour of Maize,64,Starch of Maize [%],2011,2011,100,Y
80,Bosnia and Herzegovina,60,Oil of Maize,1242,Margarine + Shortening [%],2011,2011,0,Y
80,Bosnia and Herzegovina,64,Starch of Maize,166,Other Fructose and Syrup [%],2011,2011,100,Y
80,Bosnia and Herzegovina,159,Beet Sugar,162,"Sugar (Centrifugal, Raw) [%]",2011,2011,100,Y
80,Bosnia and Herzegovina,172,Glucose and Dextrose,175,Isoglucose [%],2011,2011,100,Y
80,Bosnia and Herzegovina,242,Groundnuts in Shell,243,Groundnuts Shelled [%],2011,2011,100,Y
80,Bosnia and Herzegovina,257,Oil of Palm,1242,Margarine + Shortening [%],2011,2011,0,Y
80,Bosnia and Herzegovina,268,Oil of Sunflower Seed,1242,Margarine + Shortening [%],2011,2011,100,Y
80,Bosnia and Herzegovina,271,Oil of Rapeseed,1242,Margarine + Shortening [%],2011,2011,0,Y
80,Bosnia and Herzegovina,446,Green Corn (Maize),447,Sweet Corn Frozen [%],2011,2011,100,Y
80,Bosnia and Herzegovina,449,Mushrooms,450,Dried Mushrooms [%],2011,2011,100,Y
80,Bosnia and Herzegovina,507,Grapefruit and Pomelos,513,Citrusjuice Single-Stren [%],2011,2011,50,Y
80,Bosnia and Herzegovina,507,Grapefruit and Pomelos,514,Citrusjuice Concentrated [%],2011,2011,50,Y
80,Bosnia and Herzegovina,507,Grapefruit and Pomelos,628,Fruit Pulp for Feed [%],2011,2011,100,Y
80,Bosnia and Herzegovina,563,Must of Grapes,564,Wine [%],2011,2011,100,Y
80,Bosnia and Herzegovina,661,Cocoa Beans,662,Cocoa Paste [%],2011,2011,100,Y
80,Bosnia and Herzegovina,661,Cocoa Beans,663,Cocoa Husks+Shell [%],2011,2011,100,Y
80,Bosnia and Herzegovina,662,Cocoa Paste,664,Cocoa Butter [%],2011,2011,100,Y
80,Bosnia and Herzegovina,662,Cocoa Paste,665,Cocoa Powder and Cake [%],2011,2011,100,Y
80,Bosnia and Herzegovina,867,Beef and Veal,872,Beef Dried Salt Smoked [%],2011,2011,100,Y
80,Bosnia and Herzegovina,888,Skim Milk of Cows,898,Dry Skim Cow Milk [%],2011,2011,100,Y
80,Bosnia and Herzegovina,995,"Sheepskins, Fresh",996,Skin Wet-Salted Sheep [%],2011,2011,70,Y
80,Bosnia and Herzegovina,995,"Sheepskins, Fresh",998,Skin nes Sheep [%],2011,2011,0,Y
80,Bosnia and Herzegovina,995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,30,Y
20,Botswana,116,Potatoes,117,Flour of Potatoes [%],2011,2011,100,Y
20,Botswana,656,"Coffee, Green",659,Coffee Extracts [%],2011,2011,100,Y
21,Brazil,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,100,Y
21,Brazil,32,"Rice, Broken",38,Rice Flour [%],2011,2011,1,Y
21,Brazil,32,"Rice, Broken",51,Beer of Barley [%],2011,2011,99,Y
21,Brazil,32,"Rice, Broken",654,Dregs from Brewing+Dist. [%],2011,2011,99,Y
21,Brazil,97,Triticale,98,Flour of Triticale [%],2011,2011,100,Y
21,Brazil,97,Triticale,99,Bran of Triticale [%],2011,2011,100,Y
21,Brazil,108,Cereals nes,111,Flour of Cereals [%],2011,2011,100,Y
21,Brazil,108,Cereals nes,112,Bran of Cereals [%],2011,2011,100,Y
21,Brazil,249,Coconuts,251,Copra [%],2011,2011,100,Y
21,Brazil,254,Oil Palm Fruit,256,Palm Kernels [%],2011,2011,100,Y
21,Brazil,515,Apples,518,Applejuice Single Streng [%],2011,2011,10,Y
21,Brazil,515,Apples,519,Applejuice Concentrated [%],2011,2011,90,Y
21,Brazil,574,Pineapples,575,"Pineapples, Canned [%]",2011,2011,70,Y
21,Brazil,574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,70,Y
21,Brazil,574,Pineapples,580,Pineapplejuice Concentr. [%],2011,2011,30,Y
21,Brazil,574,Pineapples,628,Fruit Pulp for Feed [%],2011,2011,100,Y
21,Brazil,868,"Offals of Cattle, Edible",1164,"Meat, Dried, nes [%]",2011,2011,100,Y
21,Brazil,903,"Whey, Fresh",905,Whey Cheese [%],2011,2011,100,Y
21,Brazil,904,Cheese (Skim Cow Milk),907,Processed Cheese [%],2011,2011,100,Y
26,Brunei Darussalam,15,Wheat,16,Flour of Wheat [%],2011,2011,100,Y
26,Brunei Darussalam,15,Wheat,17,Bran of Wheat [%],2011,2011,100,Y
26,Brunei Darussalam,16,Flour of Wheat,20,Bread [%],2011,2011,90,Y
26,Brunei Darussalam,16,Flour of Wheat,41,Breakfast Cereals [%],2011,2011,10,Y
26,Brunei Darussalam,31,Milled Paddy Rice,32,"Rice, Broken [%]",2011,2011,98,Y
26,Brunei Darussalam,31,Milled Paddy Rice,41,Breakfast Cereals [%],2011,2011,2,Y
26,Brunei Darussalam,920,Hides Wet-Salted Cattle,921,Hides Dry-Salted Cattle [%],2011,2011,100,Y
27,Bulgaria,32,"Rice, Broken",33,Rice Gluten [%],2011,2011,100,Y
27,Bulgaria,32,"Rice, Broken",34,"Rice, Starch [%]",2011,2011,100,Y
27,Bulgaria,33,Rice Gluten,846,Gluten Feed and Meal [%],2011,2011,100,Y
27,Bulgaria,45,Pot Barley,41,Breakfast Cereals [%],2011,2011,0,Y
27,Bulgaria,45,Pot Barley,46,"Barley, Pearled [%]",2011,2011,100,Y
27,Bulgaria,45,Pot Barley,48,Barley Flour and Grits [%],2011,2011,100,Y
27,Bulgaria,59,Bran of Maize,846,Gluten Feed and Meal [%],2011,2011,100,Y
27,Bulgaria,164,Sugar Refined,167,Sugar and Syrups nes [%],2011,2011,100,Y
27,Bulgaria,236,Soybeans,237,Oil of Soya Beans [%],2011,2011,100,Y
27,Bulgaria,236,Soybeans,238,Cake of Soya Beans [%],2011,2011,100,Y
27,Bulgaria,236,Soybeans,239,Soya Sauce [%],2011,2011,0,Y
27,Bulgaria,449,Mushrooms,450,Dried Mushrooms [%],2011,2011,50,Y
27,Bulgaria,449,Mushrooms,451,Canned Mushrooms [%],2011,2011,50,Y
27,Bulgaria,497,Lemons and Limes,498,Lemonjuice Single-Streng [%],2011,2011,25,Y
27,Bulgaria,497,Lemons and Limes,513,Citrusjuice Single-Stren [%],2011,2011,75,Y
27,Bulgaria,497,Lemons and Limes,628,Fruit Pulp for Feed [%],2011,2011,100,Y
27,Bulgaria,574,Pineapples,576,Pineapplejuice Sing-Stre [%],2011,2011,100,Y
27,Bulgaria,574,Pineapples,628,Fruit Pulp for Feed [%],2011,2011,100,Y
27,Bulgaria,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,98,Y
27,Bulgaria,656,"Coffee, Green",658,Coffee Subst Cont Coffee [%],2011,2011,2,Y
27,Bulgaria,868,"Offals of Cattle, Edible",878,Liver Preparations [%],2011,2011,100,Y
27,Bulgaria,1035,Pigmeat,1038,Pork [%],2011,2011,97,Y
27,Bulgaria,1035,Pigmeat,1039,Bacon-Ham of Pigs [%],2011,2011,2,Y
27,Bulgaria,1035,Pigmeat,1040,Pig Butcher Fat [%],2011,2011,97,Y
27,Bulgaria,1035,Pigmeat,1042,Meat Preparations Pigs [%],2011,2011,1,Y
27,Bulgaria,1038,Pork,1039,Bacon-Ham of Pigs [%],2011,2011,100,Y
27,Bulgaria,1068,Ducks,1069,Duck Meat [%],2011,2011,100,Y
27,Bulgaria,1079,Turkeys,1080,Turkey Meat [%],2011,2011,100,Y
233,Burkina Faso,27,"Rice, Paddy",28,"Rice, Husked [%]",2011,2011,75,Y
233,Burkina Faso,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,25,Y
233,Burkina Faso,27,"Rice, Paddy",35,Bran of Rice [%],2011,2011,25,Y
233,Burkina Faso,83,Sorghum,84,Flour of Sorghum [%],2011,2011,60,Y
233,Burkina Faso,83,Sorghum,85,Bran of Sorghum [%],2011,2011,60,Y
233,Burkina Faso,83,Sorghum,86,Beer of Sorghum [%],2011,2011,40,Y
233,Burkina Faso,83,Sorghum,654,Dregs from Brewing+Dist. [%],2011,2011,40,Y
233,Burkina Faso,217,Cashew Nuts,230,Cáshew Nuts Shelled [%],2011,2011,100,Y
233,Burkina Faso,221,Almonds,231,Almonds Shelled [%],2011,2011,100,Y
233,Burkina Faso,289,Sesame Seed,290,Oil of Sesame Seed [%],2011,2011,100,Y
233,Burkina Faso,289,Sesame Seed,291,Cake of Sesame Seed [%],2011,2011,100,Y
233,Burkina Faso,328,Seed Cotton,769,Cotton Waste [%],2011,2011,100,Y
233,Burkina Faso,329,Cottonseed,770,Cotton Linter [%],2011,2011,100,Y
233,Burkina Faso,619,Fruit Fresh nes,620,Fruit Dried nes [%],2011,2011,100,Y
29,Burundi,328,Seed Cotton,769,Cotton Waste [%],2011,2011,100,Y
29,Burundi,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,30,Y
29,Burundi,656,"Coffee, Green",658,Coffee Subst Cont Coffee [%],2011,2011,70,Y
115,Cambodia,116,Potatoes,120,Potato Offals [%],2011,2011,100,Y
115,Cambodia,125,Cassava,126,Flour of Cassava [%],2011,2011,1,Y
115,Cambodia,125,Cassava,128,Cassava Dried [%],2011,2011,15,Y
115,Cambodia,125,Cassava,129,Cassava Starch [%],2011,2011,84,Y
115,Cambodia,164,Sugar Refined,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
32,Cameroon,58,Flour of Maize,51,Beer of Barley [%],2011,2011,100,Y
32,Cameroon,125,Cassava,126,Flour of Cassava [%],2011,2011,10,Y
32,Cameroon,125,Cassava,127,Cassava Tapioca [%],2011,2011,10,Y
32,Cameroon,125,Cassava,128,Cassava Dried [%],2011,2011,70,Y
32,Cameroon,125,Cassava,129,Cassava Starch [%],2011,2011,10,Y
32,Cameroon,136,Taro (Coco Yam),150,Flour of Roots and Tuber [%],2011,2011,100,Y
32,Cameroon,165,Molasses,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
32,Cameroon,463,Vegetables Fresh nes,472,Vegetables Prepared nes [%],2011,2011,50,Y
32,Cameroon,463,Vegetables Fresh nes,473,Vegetables Frozen [%],2011,2011,20,Y
32,Cameroon,463,Vegetables Fresh nes,474,Veg. in Temp Preservativ [%],2011,2011,10,Y
33,Canada,103,Mixed Grain,113,Cereal Prep nes [%],2011,2011,5,Y
33,Canada,103,Mixed Grain,634,Beverages Dist Alcoholic [%],2011,2011,95,Y
33,Canada,165,Molasses,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
35,Cape Verde,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,100,Y
35,Cape Verde,27,"Rice, Paddy",35,Bran of Rice [%],2011,2011,100,Y
37,Central African Republic,156,Sugar Cane,165,Molasses [%],2011,2011,100,Y
37,Central African Republic,156,Sugar Cane,170,Bagasse [%],2011,2011,100,Y
37,Central African Republic,489,Plantains,517,Ferm. Beverages Exc Wine [%],2011,2011,100,Y
37,Central African Republic,976,Sheep,978,"Offals of Sheep, Edible [%]",2011,2011,100,Y
37,Central African Republic,976,Sheep,979,Fat of Sheep [%],2011,2011,100,Y
37,Central African Republic,976,Sheep,995,"Sheepskins, Fresh [%]",2011,2011,100,Y
37,Central African Republic,976,Sheep,1012,Indigenous Sheep Meat [%],2011,2011,100,Y
37,Central African Republic,976,Sheep,1013,Biological Sheep Meat [%],2011,2011,100,Y
40,Chile,15,Wheat,16,Flour of Wheat [%],2011,2011,88,Y
40,Chile,15,Wheat,17,Bran of Wheat [%],2011,2011,88,Y
40,Chile,15,Wheat,41,Breakfast Cereals [%],2011,2011,12,Y
40,Chile,44,Barley,49,Malt of Barley [%],2011,2011,100,Y
40,Chile,49,Malt of Barley,41,Breakfast Cereals [%],2011,2011,0,Y
40,Chile,49,Malt of Barley,50,Malt Extracts [%],2011,2011,3,Y
40,Chile,49,Malt of Barley,51,Beer of Barley [%],2011,2011,97,Y
40,Chile,49,Malt of Barley,654,Dregs from Brewing+Dist. [%],2011,2011,0,Y
40,Chile,50,Malt Extracts,51,Beer of Barley [%],2011,2011,100,Y
40,Chile,50,Malt Extracts,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
40,Chile,165,Molasses,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
40,Chile,260,Olives,261,Oil of Olive [%],2011,2011,70,Y
40,Chile,260,Olives,262,"Olives, Preserved [%]",2011,2011,30,Y
40,Chile,260,Olives,273,Olive Residues [%],2011,2011,70,Y
40,Chile,329,Cottonseed,331,Oil of Cotton Seed [%],2011,2011,100,Y
40,Chile,329,Cottonseed,332,Cake of Cotton Seed [%],2011,2011,100,Y
40,Chile,329,Cottonseed,770,Cotton Linter [%],2011,2011,100,Y
40,Chile,566,Marc of Grapes,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
40,Chile,664,Cocoa Butter,666,Chocolate Products nes [%],2011,2011,100,Y
40,Chile,1079,Turkeys,1080,Turkey Meat [%],2011,2011,100,Y
40,Chile,1079,Turkeys,1087,Indigenous Turkey Meat [%],2011,2011,100,Y
40,Chile,1079,Turkeys,1088,Biological Turkey Meat [%],2011,2011,100,Y
96,"China, Hong Kong SAR",23,Wheat Starch,166,Other Fructose and Syrup [%],2011,2011,100,Y
96,"China, Hong Kong SAR",31,Milled Paddy Rice,32,"Rice, Broken [%]",2011,2011,100,Y
96,"China, Hong Kong SAR",32,"Rice, Broken",33,Rice Gluten [%],2011,2011,100,Y
96,"China, Hong Kong SAR",32,"Rice, Broken",34,"Rice, Starch [%]",2011,2011,100,Y
96,"China, Hong Kong SAR",33,Rice Gluten,846,Gluten Feed and Meal [%],2011,2011,100,Y
96,"China, Hong Kong SAR",223,Pistachios,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
96,"China, Hong Kong SAR",257,Oil of Palm,1274,Oils Boiled etc [%],2011,2011,100,Y
96,"China, Hong Kong SAR",1225,Tallow,1243,Fat Preparations nes [%],2011,2011,0,Y
128,"China, Macao SAR",656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,100,Y
44,Colombia,23,Wheat Starch,172,Glucose and Dextrose [%],2011,2011,100,Y
44,Colombia,34,"Rice, Starch",172,Glucose and Dextrose [%],2011,2011,100,Y
44,Colombia,58,Flour of Maize,51,Beer of Barley [%],2011,2011,50,Y
44,Colombia,58,Flour of Maize,63,Maize Gluten [%],2011,2011,50,Y
44,Colombia,58,Flour of Maize,64,Starch of Maize [%],2011,2011,50,Y
44,Colombia,58,Flour of Maize,654,Dregs from Brewing+Dist. [%],2011,2011,50,Y
44,Colombia,59,Bran of Maize,846,Gluten Feed and Meal [%],2011,2011,0,Y
44,Colombia,63,Maize Gluten,846,Gluten Feed and Meal [%],2011,2011,100,Y
44,Colombia,64,Starch of Maize,172,Glucose and Dextrose [%],2011,2011,100,Y
44,Colombia,116,Potatoes,117,Flour of Potatoes [%],2011,2011,20,Y
44,Colombia,116,Potatoes,118,"Potatoes, frozen [%]",2011,2011,80,Y
44,Colombia,116,Potatoes,120,Potato Offals [%],2011,2011,80,Y
44,Colombia,117,Flour of Potatoes,119,Potato Starch [%],2011,2011,20,Y
44,Colombia,117,Flour of Potatoes,121,Potato Tapioca [%],2011,2011,80,Y
44,Colombia,119,Potato Starch,172,Glucose and Dextrose [%],2011,2011,100,Y
44,Colombia,129,Cassava Starch,172,Glucose and Dextrose [%],2011,2011,100,Y
44,Colombia,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,88,Y
44,Colombia,164,Sugar Refined,633,Beverages Non-Alcoholic [%],2011,2011,12,Y
44,Colombia,168,Sugar Confectionery,633,Beverages Non-Alcoholic [%],2011,2011,0,Y
44,Colombia,236,Soybeans,237,Oil of Soya Beans [%],2011,2011,100,Y
44,Colombia,236,Soybeans,238,Cake of Soya Beans [%],2011,2011,100,Y
44,Colombia,339,Oilseeds nes,343,Flour/Meal of Oilseeds [%],2011,2011,100,Y
44,Colombia,656,"Coffee, Green",657,Coffee Roasted [%],2011,2011,10,Y
44,Colombia,656,"Coffee, Green",659,Coffee Extracts [%],2011,2011,90,Y
44,Colombia,664,Cocoa Butter,666,Chocolate Products nes [%],2011,2011,0,Y
45,Comoros,242,Groundnuts in Shell,243,Groundnuts Shelled [%],2011,2011,100,Y
45,Comoros,661,Cocoa Beans,663,Cocoa Husks+Shell [%],2011,2011,100,Y
250,"Congo, Dem Republic of",125,Cassava,126,Flour of Cassava [%],2011,2011,95,Y
250,"Congo, Dem Republic of",125,Cassava,128,Cassava Dried [%],2011,2011,5,Y
46,"Congo, Republic of",125,Cassava,126,Flour of Cassava [%],2011,2011,99,Y
46,"Congo, Republic of",125,Cassava,127,Cassava Tapioca [%],2011,2011,1,Y
46,"Congo, Republic of",661,Cocoa Beans,662,Cocoa Paste [%],2011,2011,100,Y
46,"Congo, Republic of",661,Cocoa Beans,663,Cocoa Husks+Shell [%],2011,2011,100,Y
46,"Congo, Republic of",662,Cocoa Paste,664,Cocoa Butter [%],2011,2011,100,Y
46,"Congo, Republic of",662,Cocoa Paste,665,Cocoa Powder and Cake [%],2011,2011,100,Y
48,Costa Rica,15,Wheat,19,Germ of Wheat [%],2011,2011,100,Y
48,Costa Rica,27,"Rice, Paddy",28,"Rice, Husked [%]",2011,2011,1,Y
48,Costa Rica,27,"Rice, Paddy",31,Milled Paddy Rice [%],2011,2011,99,Y
48,Costa Rica,27,"Rice, Paddy",35,Bran of Rice [%],2011,2011,99,Y
48,Costa Rica,56,Maize,57,Germ of Maize [%],2011,2011,100,Y
48,Costa Rica,56,Maize,59,Bran of Maize [%],2011,2011,100,Y
48,Costa Rica,149,Roots and Tubers nes,150,Flour of Roots and Tuber [%],2011,2011,100,Y
48,Costa Rica,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,0,Y
48,Costa Rica,164,Sugar Refined,633,Beverages Non-Alcoholic [%],2011,2011,100,Y
48,Costa Rica,234,Nuts nes,235,Preprd Nuts(Excl.Grnuts) [%],2011,2011,100,Y
48,Costa Rica,243,Groundnuts Shelled,246,Prepared Groundnuts [%],2011,2011,100,Y
48,Costa Rica,388,Tomatoes,472,Vegetables Prepared nes [%],2011,2011,100,Y
98,Croatia,16,Flour of Wheat,22,Pastry [%],2011,2011,0,Y
98,Croatia,16,Flour of Wheat,110,Wafers [%],2011,2011,100,Y
98,Croatia,45,Pot Barley,46,"Barley, Pearled [%]",2011,2011,100,Y
98,Croatia,45,Pot Barley,48,Barley Flour and Grits [%],2011,2011,100,Y
98,Croatia,56,Maize,57,Germ of Maize [%],2011,2011,100,Y
98,Croatia,56,Maize,58,Flour of Maize [%],2011,2011,100,Y
98,Croatia,56,Maize,59,Bran of Maize [%],2011,2011,100,Y
98,Croatia,89,Buckwheat,91,Bran of Buckwheat [%],2011,2011,100,Y
98,Croatia,164,Sugar Refined,167,Sugar and Syrups nes [%],2011,2011,100,Y
98,Croatia,164,Sugar Refined,168,Sugar Confectionery [%],2011,2011,0,Y
98,Croatia,257,Oil of Palm,1242,Margarine + Shortening [%],2011,2011,100,Y
98,Croatia,339,Oilseeds nes,340,Oil of Veget Origin nes [%],2011,2011,100,Y
98,Croatia,446,Green Corn (Maize),447,Sweet Corn Frozen [%],2011,2011,100,Y
98,Croatia,515,Apples,518,Applejuice Single Streng [%],2011,2011,100,Y
98,Croatia,534,Peaches and Nectarines,622,Fruit Juice nes [%],2011,2011,100,Y
98,Croatia,536,Plums,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
98,Croatia,536,Plums,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
98,Croatia,566,Marc of Grapes,634,Beverages Dist Alcoholic [%],2011,2011,100,Y
98,Croatia,566,Marc of Grapes,654,Dregs from Brewing+Dist. [%],2011,2011,100,Y
98,Croatia,919,"Cattle Hides, Fresh",920,Hides Wet-Salted Cattle [%],2011,2011,90,Y
98,Croatia,919,"Cattle Hides, Fresh",928,Skins Wet-Salt Calves [%],2011,2011,10,Y
98,Croatia,995,"Sheepskins, Fresh",996,Skin Wet-Salted Sheep [%],2011,2011,20,Y
98,Croatia,995,"Sheepskins, Fresh",999,Skin With Wool Sheep [%],2011,2011,80,Y
98,Croatia,1057,Chickens,1059,Offals Liver of Chickens [%],2011,2011,100,Y
98,Croatia,1058,Chicken Meat,1059,Offals Liver of Chickens [%],2011,2011,0,Y
98,Croatia,1058,Chicken Meat,1061,Meat Canned Chicken [%],2011,2011,95,Y
98,Croatia,1058,Chicken Meat,1065,Fat of Poultry [%],2011,2011,5,Y
49,Cuba,56,Maize,58,Flour of Maize [%],2011,2011,100,Y
49,Cuba,56,Maize,59,Bran of Maize [%],2011,2011,100,Y
